HCPCS,Description,Category,Modifier,Average Cost
L8420,Prosthetic sock multi ply bk,Prosthetics & Orthotic,, $21.54 
L8430,Prosthetic sock multi ply ak,Prosthetics & Orthotic,, $24.25 
L8435,Pros sock multi ply upper lm,Prosthetics & Orthotic,, $23.18 
L8440,Shrinker below knee,Prosthetics & Orthotic,, $46.24 
L8460,Shrinker above knee,Prosthetics & Orthotic,, $73.40 
L8465,Shrinker upper limb,Prosthetics & Orthotic,, $52.39 
L8470,Pros sock single ply bk,Prosthetics & Orthotic,, $6.98 
L8480,Pros sock single ply ak,Prosthetics & Orthotic,, $9.87 
L8485,Pros sock single ply upper l,Prosthetics & Orthotic,, $12.02 
L8500,Artificial larynx,Prosthetics & Orthotic,, $699.23 
L8501,Tracheostomy speaking valve,Prosthetics & Orthotic,, $123.93 
L8507,Trach-esoph voice pros pt in,Prosthetics & Orthotic,, $40.53 
L8509,Trach-esoph voice pros md in,Prosthetics & Orthotic,, $105.67 
L8510,Voice amplifier,Prosthetics & Orthotic,, $244.51 
L8511,Indwelling trach insert,Prosthetics & Orthotic,, $70.63 
L8512,Gel cap for trach voice pros,Prosthetics & Orthotic,, $2.11 
L8513,Trach pros cleaning device,Prosthetics & Orthotic,, $5.05 
L8514,Repl trach puncture dilator,Prosthetics & Orthotic,, $91.58 
L8515,Gel cap app device for trach,Prosthetics & Orthotic,, $61.07 
L8600,Implant breast silicone/eq,Prosthetics & Orthotic,, $613.31 
L8603,Collagen imp urinary 2.5 ml,Prosthetics & Orthotic,, $391.64 
L8605,Inj bulking agent anal canal,Prosthetics & Orthotic,, $693.19 
L8606,Synthetic implnt urinary 1ml,Prosthetics & Orthotic,, $196.39 
L8607,Inj vocal cord bulking agent,Prosthetics & Orthotic,, $41.51 
L8609,Artificial cornea,Prosthetics & Orthotic,," $5,815.81 "
L8610,Ocular implant,Prosthetics & Orthotic,, $579.05 
L8612,Aqueous shunt prosthesis,Prosthetics & Orthotic,, $615.67 
L8613,Ossicular implant,Prosthetics & Orthotic,, $269.53 
L8614,Cochlear device,Prosthetics & Orthotic,," $17,261.05 "
L8615,Coch implant headset replace,Prosthetics & Orthotic,, $402.59 
L8616,Coch implant microphone repl,Prosthetics & Orthotic,, $93.77 
L8617,Coch implant trans coil repl,Prosthetics & Orthotic,, $81.90 
L8618,Coch implant tran cable repl,Prosthetics & Orthotic,, $23.41 
L8619,Coch imp ext proc/contr rplc,Prosthetics & Orthotic,," $7,409.11 "
L8621,Repl zinc air battery,Prosthetics & Orthotic,, $0.55 
L8622,Repl alkaline battery,Prosthetics & Orthotic,, $0.28 
L8623,"Lith ion batt cid,non-earlvl",Prosthetics & Orthotic,, $57.74 
L8624,"Lith ion batt cid, ear level",Prosthetics & Orthotic,, $143.94 
L8625,Charger coch impl/aoi battry,Prosthetics & Orthotic,, $168.59 
L8627,Cid ext speech process repl,Prosthetics & Orthotic,," $6,789.79 "
L8628,Cid ext controller repl,Prosthetics & Orthotic,," $1,207.79 "
L8629,Cid transmit coil and cable,Prosthetics & Orthotic,, $173.30 
L8630,Metacarpophalangeal implant,Prosthetics & Orthotic,, $337.33 
L8631,Mcp joint repl 2 pc or more,Prosthetics & Orthotic,," $1,963.84 "
L8641,Metatarsal joint implant,Prosthetics & Orthotic,, $347.32 
L8642,Hallux implant,Prosthetics & Orthotic,, $279.49 
L8658,Interphalangeal joint spacer,Prosthetics & Orthotic,, $304.53 
L8659,Interphalangeal joint repl,Prosthetics & Orthotic,," $1,722.48 "
L8670,"Vascular graft, synthetic",Prosthetics & Orthotic,, $497.58 
L8679,Imp neurosti pls gn any type,Prosthetics & Orthotic,," $7,670.74 "
L8681,Pt prgrm for implt neurostim,Prosthetics & Orthotic,," $1,020.39 "
L8682,Implt neurostim radiofq rec,Prosthetics & Orthotic,," $5,381.76 "
L8683,Radiofq trsmtr for implt neu,Prosthetics & Orthotic,," $4,737.17 "
L8684,Radiof trsmtr implt scrl neu,Prosthetics & Orthotic,, $688.24 
L8689,External recharg sys intern,Prosthetics & Orthotic,," $1,669.46 "
L8690,"Aud osseo dev, int/ext comp",Prosthetics & Orthotic,," $4,604.16 "
L8691,Aoi snd proc repl excl actua,Prosthetics & Orthotic,," $1,666.75 "
L8693,"Aud osseo dev, abutment",Prosthetics & Orthotic,," $1,353.51 "
L8694,Aoi transducer/actuator repl,Prosthetics & Orthotic,, $842.98 
L8695,External recharg sys extern,Prosthetics & Orthotic,, $14.87 
L8696,Ext antenna phren nerve stim,Prosthetics & Orthotic,, $209.78 
Q0477,Pwr module pt cable lvad rpl,Prosthetics & Orthotic,, $85.74 
Q0478,"Power adapter, combo vad",Prosthetics & Orthotic,, $164.03 
Q0479,"Power module combo vad, rep",Prosthetics & Orthotic,," $10,697.21 "
Q0480,"Driver pneumatic vad, rep",Prosthetics & Orthotic,," $87,167.66 "
Q0481,"Microprcsr cu elec vad, rep",Prosthetics & Orthotic,," $14,063.49 "
Q0482,"Microprcsr cu combo vad, rep",Prosthetics & Orthotic,," $4,404.95 "
Q0483,"Monitor elec vad, rep",Prosthetics & Orthotic,," $18,146.42 "
Q0484,Monitor elec or comb vad rep,Prosthetics & Orthotic,," $3,523.97 "
Q0485,"Monitor cable elec vad, rep",Prosthetics & Orthotic,, $340.23 
Q0486,Mon cable elec/pneum vad rep,Prosthetics & Orthotic,, $283.17 
Q0487,"Leads any type vad, rep only",Prosthetics & Orthotic,, $330.37 
Q0489,"Pwr pck base combo vad, rep",Prosthetics & Orthotic,," $15,731.95 "
Q0490,"Emr pwr source elec vad, rep",Prosthetics & Orthotic,, $680.50 
Q0491,Emr pwr source combo vad rep,Prosthetics & Orthotic,," $1,069.80 "
Q0492,"Emr pwr cbl elec vad, rep",Prosthetics & Orthotic,, $86.19 
Q0493,"Emr pwr cbl combo vad, rep",Prosthetics & Orthotic,, $245.40 
Q0494,"Emr hd pmp elec/combo, rep",Prosthetics & Orthotic,, $207.66 
Q0495,"Charger elec/combo vad, rep",Prosthetics & Orthotic,," $4,042.72 "
Q0496,"Battery elec/combo vad, rep",Prosthetics & Orthotic,," $1,450.99 "
Q0497,"Bat clps elec/comb vad, rep",Prosthetics & Orthotic,, $453.08 
Q0498,"Holster elec/combo vad, rep",Prosthetics & Orthotic,, $497.13 
Q0499,Belt/vest elec/combo vad rep,Prosthetics & Orthotic,, $161.52 
Q0500,"Filters elec/combo vad, rep",Prosthetics & Orthotic,, $29.55 
Q0501,"Shwr cov elec/combo vad, rep",Prosthetics & Orthotic,, $494.26 
Q0502,"Mobility cart pneum vad, rep",Prosthetics & Orthotic,, $629.26 
Q0503,Battery pneum vad replacemnt,Prosthetics & Orthotic,," $1,258.55 "
Q0504,"Pwr adpt pneum vad, rep veh",Prosthetics & Orthotic,, $664.11 
Q0506,Lith-ion batt elec/pneum vad,Prosthetics & Orthotic,, $826.65 
Q4001,Cast sup body cast plaster,Splints and Casts ,, $49.26 
Q4002,Cast sup body cast fiberglas,Splints and Casts ,, $186.10 
Q4003,Cast sup shoulder cast plstr,Splints and Casts ,, $35.36 
Q4004,Cast sup shoulder cast fbrgl,Splints and Casts ,, $122.43 
Q4005,Cast sup long arm adult plst,Splints and Casts ,, $13.04 
Q4006,Cast sup long arm adult fbrg,Splints and Casts ,, $29.38 
Q4007,Cast sup long arm ped plster,Splints and Casts ,, $6.52 
Q4008,Cast sup long arm ped fbrgls,Splints and Casts ,, $14.68 
Q4009,Cast sup sht arm adult plstr,Splints and Casts ,, $8.71 
Q4010,Cast sup sht arm adult fbrgl,Splints and Casts ,, $19.59 
Q4011,Cast sup sht arm ped plaster,Splints and Casts ,, $4.34 
Q4012,Cast sup sht arm ped fbrglas,Splints and Casts ,, $9.81 
Q4013,Cast sup gauntlet plaster,Splints and Casts ,, $15.85 
Q4014,Cast sup gauntlet fiberglass,Splints and Casts ,, $26.72 
Q4015,Cast sup gauntlet ped plster,Splints and Casts ,, $7.94 
Q4016,Cast sup gauntlet ped fbrgls,Splints and Casts ,, $13.36 
Q4017,Cast sup lng arm splint plst,Splints and Casts ,, $9.16 
Q4018,Cast sup lng arm splint fbrg,Splints and Casts ,, $14.60 
Q4019,Cast sup lng arm splnt ped p,Splints and Casts ,, $4.59 
Q4020,Cast sup lng arm splnt ped f,Splints and Casts ,, $7.32 
Q4021,Cast sup sht arm splint plst,Splints and Casts ,, $6.78 
Q4022,Cast sup sht arm splint fbrg,Splints and Casts ,, $12.23 
Q4023,Cast sup sht arm splnt ped p,Splints and Casts ,, $3.41 
Q4024,Cast sup sht arm splnt ped f,Splints and Casts ,, $6.13 
Q4025,Cast sup hip spica plaster,Splints and Casts ,, $38.01 
Q4026,Cast sup hip spica fiberglas,Splints and Casts ,, $118.71 
Q4027,Cast sup hip spica ped plstr,Splints and Casts ,, $19.02 
Q4028,Cast sup hip spica ped fbrgl,Splints and Casts ,, $59.39 
Q4029,Cast sup long leg plaster,Splints and Casts ,, $29.08 
Q4030,Cast sup long leg fiberglass,Splints and Casts ,, $76.54 
Q4031,Cast sup lng leg ped plaster,Splints and Casts ,, $14.53 
Q4032,Cast sup lng leg ped fbrgls,Splints and Casts ,, $38.27 
Q4033,Cast sup lng leg cylinder pl,Splints and Casts ,, $27.13 
Q4034,Cast sup lng leg cylinder fb,Splints and Casts ,, $67.44 
Q4035,Cast sup lngleg cylndr ped p,Splints and Casts ,, $13.56 
Q4036,Cast sup lngleg cylndr ped f,Splints and Casts ,, $33.74 
Q4037,Cast sup shrt leg plaster,Splints and Casts ,, $16.53 
Q4038,Cast sup shrt leg fiberglass,Splints and Casts ,, $41.44 
Q4039,Cast sup shrt leg ped plster,Splints and Casts ,, $8.29 
Q4040,Cast sup shrt leg ped fbrgls,Splints and Casts ,, $20.72 
Q4041,Cast sup lng leg splnt plstr,Splints and Casts ,, $20.12 
Q4042,Cast sup lng leg splnt fbrgl,Splints and Casts ,, $34.34 
Q4043,Cast sup lng leg splnt ped p,Splints and Casts ,, $10.07 
Q4044,Cast sup lng leg splnt ped f,Splints and Casts ,, $17.18 
Q4045,Cast sup sht leg splnt plstr,Splints and Casts ,, $11.68 
Q4046,Cast sup sht leg splnt fbrgl,Splints and Casts ,, $18.78 
Q4047,Cast sup sht leg splnt ped p,Splints and Casts ,, $5.82 
Q4048,Cast sup sht leg splnt ped f,Splints and Casts ,, $9.39 
Q4049,"Finger splint, static",Splints and Casts ,, $2.12 
V2020,Vision svcs frames purchases,Prosthetics & Orthotic,, $69.86 
V2100,Lens spher single plano 4.00,Prosthetics & Orthotic,, $43.03 
V2101,Single visn sphere 4.12-7.00,Prosthetics & Orthotic,, $46.38 
V2102,Singl visn sphere 7.12-20.00,Prosthetics & Orthotic,, $63.45 
V2103,Spherocylindr 4.00d/12-2.00d,Prosthetics & Orthotic,, $37.50 
V2104,Spherocylindr 4.00d/2.12-4d,Prosthetics & Orthotic,, $41.04 
V2105,Spherocylinder 4.00d/4.25-6d,Prosthetics & Orthotic,, $44.39 
V2106,Spherocylinder 4.00d/>6.00d,Prosthetics & Orthotic,, $49.52 
V2107,Spherocylinder 4.25d/12-2d,Prosthetics & Orthotic,, $48.31 
V2108,Spherocylinder 4.25d/2.12-4d,Prosthetics & Orthotic,, $49.43 
V2109,Spherocylinder 4.25d/4.25-6d,Prosthetics & Orthotic,, $54.67 
V2110,Spherocylinder 4.25d/over 6d,Prosthetics & Orthotic,, $53.16 
V2111,Spherocylindr 7.25d/.25-2.25,Prosthetics & Orthotic,, $56.18 
V2112,Spherocylindr 7.25d/2.25-4d,Prosthetics & Orthotic,, $61.64 
V2113,Spherocylindr 7.25d/4.25-6d,Prosthetics & Orthotic,, $68.41 
V2114,Spherocylinder over 12.00d,Prosthetics & Orthotic,, $75.42 
V2115,Lens lenticular bifocal,Prosthetics & Orthotic,, $80.87 
V2118,Lens aniseikonic single,Prosthetics & Orthotic,, $82.57 
V2121,"Lenticular lens, single",Prosthetics & Orthotic,, $83.70 
V2200,Lens spher bifoc plano 4.00d,Prosthetics & Orthotic,, $55.55 
V2201,Lens sphere bifocal 4.12-7.0,Prosthetics & Orthotic,, $61.04 
V2202,Lens sphere bifocal 7.12-20.,Prosthetics & Orthotic,, $70.20 
V2203,Lens sphcyl bifocal 4.00d/.1,Prosthetics & Orthotic,, $56.30 
V2204,Lens sphcy bifocal 4.00d/2.1,Prosthetics & Orthotic,, $58.55 
V2205,Lens sphcy bifocal 4.00d/4.2,Prosthetics & Orthotic,, $62.97 
V2206,Lens sphcy bifocal 4.00d/ove,Prosthetics & Orthotic,, $67.69 
V2207,Lens sphcy bifocal 4.25-7d/.,Prosthetics & Orthotic,, $62.14 
V2208,Lens sphcy bifocal 4.25-7/2.,Prosthetics & Orthotic,, $65.13 
V2209,Lens sphcy bifocal 4.25-7/4.,Prosthetics & Orthotic,, $69.59 
V2210,Lens sphcy bifocal 4.25-7/ov,Prosthetics & Orthotic,, $76.71 
V2211,Lens sphcy bifo 7.25-12/.25-,Prosthetics & Orthotic,, $80.11 
V2212,Lens sphcyl bifo 7.25-12/2.2,Prosthetics & Orthotic,, $82.93 
V2213,Lens sphcyl bifo 7.25-12/4.2,Prosthetics & Orthotic,, $82.55 
V2214,Lens sphcyl bifocal over 12.,Prosthetics & Orthotic,, $89.45 
V2215,Lens lenticular bifocal,Prosthetics & Orthotic,, $94.63 
V2218,Lens aniseikonic bifocal,Prosthetics & Orthotic,, $109.39 
V2219,Lens bifocal seg width over,Prosthetics & Orthotic,, $47.16 
V2220,Lens bifocal add over 3.25d,Prosthetics & Orthotic,, $41.17 
V2221,"Lenticular lens, bifocal",Prosthetics & Orthotic,, $96.72 
V2300,Lens sphere trifocal 4.00d,Prosthetics & Orthotic,, $70.83 
V2301,Lens sphere trifocal 4.12-7.,Prosthetics & Orthotic,, $83.78 
V2302,Lens sphere trifocal 7.12-20,Prosthetics & Orthotic,, $86.97 
V2303,Lens sphcy trifocal 4.0/.12-,Prosthetics & Orthotic,, $69.92 
V2304,Lens sphcy trifocal 4.0/2.25,Prosthetics & Orthotic,, $72.97 
V2305,Lens sphcy trifocal 4.0/4.25,Prosthetics & Orthotic,, $83.73 
V2306,Lens sphcyl trifocal 4.00/>6,Prosthetics & Orthotic,, $86.61 
V2307,Lens sphcy trifocal 4.25-7/.,Prosthetics & Orthotic,, $82.28 
V2308,Lens sphc trifocal 4.25-7/2.,Prosthetics & Orthotic,, $85.84 
V2309,Lens sphc trifocal 4.25-7/4.,Prosthetics & Orthotic,, $94.54 
V2310,Lens sphc trifocal 4.25-7/>6,Prosthetics & Orthotic,, $92.54 
V2311,Lens sphc trifo 7.25-12/.25-,Prosthetics & Orthotic,, $98.45 
V2312,Lens sphc trifo 7.25-12/2.25,Prosthetics & Orthotic,, $98.08 
V2313,Lens sphc trifo 7.25-12/4.25,Prosthetics & Orthotic,, $110.48 
V2314,Lens sphcyl trifocal over 12,Prosthetics & Orthotic,, $114.37 
V2315,Lens lenticular trifocal,Prosthetics & Orthotic,, $131.73 
V2318,Lens aniseikonic trifocal,Prosthetics & Orthotic,, $166.42 
V2319,Lens trifocal seg width > 28,Prosthetics & Orthotic,, $51.95 
V2320,Lens trifocal add over 3.25d,Prosthetics & Orthotic,, $58.20 
V2321,"Lenticular lens, trifocal",Prosthetics & Orthotic,, $129.16 
V2410,Lens variab asphericity sing,Prosthetics & Orthotic,, $100.73 
V2430,Lens variable asphericity bi,Prosthetics & Orthotic,, $119.00 
V2500,Contact lens pmma spherical,Prosthetics & Orthotic,, $93.74 
V2501,Cntct lens pmma-toric/prism,Prosthetics & Orthotic,, $142.39 
V2502,Contact lens pmma bifocal,Prosthetics & Orthotic,, $175.96 
V2503,Cntct lens pmma color vision,Prosthetics & Orthotic,, $154.48 
V2510,Cntct gas permeable sphericl,Prosthetics & Orthotic,, $126.47 
V2511,Cntct toric prism ballast,Prosthetics & Orthotic,, $181.06 
V2512,Cntct lens gas permbl bifocl,Prosthetics & Orthotic,, $212.31 
V2513,Contact lens extended wear,Prosthetics & Orthotic,, $180.82 
V2520,Contact lens hydrophilic,Prosthetics & Orthotic,, $117.94 
V2521,Cntct lens hydrophilic toric,Prosthetics & Orthotic,, $198.74 
V2522,Cntct lens hydrophil bifocl,Prosthetics & Orthotic,, $202.96 
V2523,Cntct lens hydrophil extend,Prosthetics & Orthotic,, $166.93 
V2530,Contact lens gas impermeable,Prosthetics & Orthotic,, $239.25 
V2531,Contact lens gas permeable,Prosthetics & Orthotic,, $527.89 
V2623,Plastic eye prosth custom,Prosthetics & Orthotic,, $978.17 
V2624,Polishing artifical eye,Prosthetics & Orthotic,, $65.21 
V2625,Enlargemnt of eye prosthesis,Prosthetics & Orthotic,, $408.38 
V2626,Reduction of eye prosthesis,Prosthetics & Orthotic,, $221.19 
V2627,Scleral cover shell,Prosthetics & Orthotic,," $1,375.70 "
V2628,Fabrication & fitting,Prosthetics & Orthotic,, $337.00 
V2630,Anter chamber intraocul lens,Intraocular Lenses ,, $115.08 
V2631,Iris support intraoclr lens,Intraocular Lenses ,, $115.08 
V2632,Post chmbr intraocular lens,Intraocular Lenses ,, $115.08 
V2700,Balance lens,Prosthetics & Orthotic,, $48.19 
V2710,Glass/plastic slab off prism,Prosthetics & Orthotic,, $72.14 
V2715,Prism lens/es,Prosthetics & Orthotic,, $14.16 
V2718,Fresnell prism press-on lens,Prosthetics & Orthotic,, $32.16 
V2730,Special base curve,Prosthetics & Orthotic,, $22.01 
V2744,Tint photochromatic lens/es,Prosthetics & Orthotic,, $17.14 
V2745,"Tint, any color/solid/grad",Prosthetics & Orthotic,, $11.15 
V2750,Anti-reflective coating,Prosthetics & Orthotic,, $21.45 
V2755,Uv lens/es,Prosthetics & Orthotic,, $17.39 
V2760,Scratch resistant coating,Prosthetics & Orthotic,, $17.54 
V2762,"Polarization, any lens",Prosthetics & Orthotic,, $57.67 
V2770,Occluder lens/es,Prosthetics & Orthotic,, $21.91 
V2780,Oversize lens/es,Prosthetics & Orthotic,, $13.71 
V2782,"Lens, 1.54-1.65 p/1.60-1.79g",Prosthetics & Orthotic,, $62.28 
V2783,"Lens, >= 1.66 p/>=1.80 g",Prosthetics & Orthotic,, $70.23 
V2784,Lens polycarb or equal,Prosthetics & Orthotic,, $45.68 
V2786,Occupational multifocal lens,Prosthetics & Orthotic,,  $-   
