NDC Description,NDC, NADAC_Per_Unit ,Effective_Date,Pricing_Unit,OTC,Brand/Generic,As of Date,High Cost
DEXTROAMPHETAMINE 10 MG TAB,68382094201, $1.00 ,5/17/17,EA,N,G,6/7/17,Low
DEXTROAMPHETAMINE 5 MG TAB,10702006503, $0.96 ,5/17/17,EA,N,G,6/7/17,Low
DEXTROAMPHETAMINE 5 MG/5 ML,27808008501, $1.30 ,5/17/17,ML,N,G,6/7/17,Low
DEXTROMETHORPHAN ER 30 MG/5 ML,45802043321, $0.06 ,5/17/17,ML,Y,G,6/7/17,Low
DHS SAL 3% SHAMPOO,96073804, $0.05 ,3/22/17,ML,Y,B,6/7/17,Low
DHS TAR 0.5% SHAMPOO,96073708, $0.03 ,5/17/17,ML,Y,B,6/7/17,Low
DHS TAR GEL 0.5% SHAMPOO,96073608, $0.03 ,5/17/17,ML,Y,B,6/7/17,Low
DHS ZINC 2% SHAMPOO,96073508, $0.03 ,11/23/16,ML,Y,B,6/7/17,Low
DIABETIC SILTUSSIN DAS-NA LIQ,54838013840, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
DIABETIC SILTUSSIN-DM LIQUID,54838013940, $0.02 ,5/17/17,ML,Y,G,6/7/17,Low
DIABETIC SILTUSSIN-DM MAX-STR,54838014040, $0.02 ,5/17/17,ML,Y,G,6/7/17,Low
DIALYVITE TABLET,10542001010, $0.14 ,12/21/16,EA,N,G,6/7/17,Low
DIALYVITE WITH ZINC TABLET,10542001210, $0.16 ,10/19/16,EA,N,G,6/7/17,Low
DIAPER RASH 40% OINTMENT,37205063726, $0.02 ,10/19/16,GM,Y,G,6/7/17,Low
DIASTAT 2.5 MG PEDI SYSTEM,66490065020, $252.95 ,7/20/16,EA,N,B,6/7/17,High
DIASTAT ACUDIAL 12.5-15-20 MG,187065920, $300.45 ,10/19/16,EA,N,B,6/7/17,High
DIASTAT ACUDIAL 5-7.5-10 MG KT,187065820, $295.99 ,1/18/17,EA,N,B,6/7/17,High
DIAZEPAM 10 MG RECTAL GEL SYST,93613832, $247.64 ,5/17/17,EA,N,G,6/7/17,High
DIAZEPAM 10 MG TABLET,603321522, $0.02 ,5/17/17,EA,N,G,6/7/17,Low
DIAZEPAM 2 MG TABLET,51079028401, $0.02 ,5/17/17,EA,N,G,6/7/17,Low
DIAZEPAM 20 MG RECTAL GEL SYST,93613932, $244.45 ,5/17/17,EA,N,G,6/7/17,High
DIAZEPAM 5 MG TABLET,172392680, $0.02 ,5/17/17,EA,N,G,6/7/17,Low
DIAZEPAM 5 MG/5 ML SOLUTION,54318863, $0.11 ,5/17/17,ML,N,G,6/7/17,Low
DIAZEPAM 5 MG/ML ORAL CONC,527176836, $0.97 ,12/21/16,ML,N,G,6/7/17,Low
DIBUCAINE 1% OINTMENT,45802005003, $0.20 ,2/22/17,GM,Y,G,6/7/17,Low
DICLEGIS DR 10-10 MG TABLET,55494010010, $5.62 ,10/19/16,EA,N,B,6/7/17,High
DICLOFENAC 0.1% EYE DROPS,61314001425, $2.24 ,5/17/17,ML,N,G,6/7/17,Low
DICLOFENAC 1.5% TOPICAL SOLN,68180053801, $0.57 ,5/17/17,ML,N,G,6/7/17,Low
DICLOFENAC POT 50 MG TABLET,781501701, $0.48 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC SOD DR 25 MG TAB,68001027900, $0.91 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC SOD DR 50 MG TAB,378628010, $0.17 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC SOD DR 75 MG TAB,68084033311, $0.14 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC SOD EC 25 MG TAB,781178501, $0.91 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC SOD EC 50 MG TAB,228255006, $0.17 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC SOD EC 75 MG TAB,51079022401, $0.14 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC SOD ER 100 MG TAB,93104101, $0.30 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC SODIUM 1% GEL,65162083366, $0.32 ,5/17/17,GM,N,G,6/7/17,Low
DICLOFENAC SODIUM 3% GEL,51672136307, $2.47 ,5/17/17,GM,N,G,6/7/17,Low
DICLOFENAC-MISOPROST 50-0.2 TB,42367011006, $2.22 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC-MISOPROST 50-200 TB,59762002801, $2.22 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC-MISOPROST 75-0.2 TB,68084097833, $2.12 ,5/17/17,EA,N,G,6/7/17,Low
DICLOFENAC-MISOPROST 75-200 TB,59762002901, $2.12 ,5/17/17,EA,N,G,6/7/17,Low
DICLOXACILLIN 250 MG CAPSULE,93312301, $0.50 ,5/17/17,EA,N,G,6/7/17,Low
DICLOXACILLIN 500 MG CAPSULE,93312501, $0.80 ,5/17/17,EA,N,G,6/7/17,Low
DICYCLOMINE 10 MG CAPSULE,527058610, $0.05 ,5/17/17,EA,N,G,6/7/17,Low
DICYCLOMINE 10 MG/5 ML SOLN,603116158, $0.20 ,5/17/17,ML,N,G,6/7/17,Low
DICYCLOMINE 20 MG TABLET,591079501, $0.07 ,5/17/17,EA,N,G,6/7/17,Low
DIETHYLPROPION 25 MG TABLET,10702004403, $0.17 ,5/17/17,EA,N,G,6/7/17,Low
DIETHYLPROPION ER 75 MG TABLET,527147701, $0.76 ,5/17/17,EA,N,G,6/7/17,Low
DIFFERIN 0.1% CREAM,299591545, $11.29 ,10/19/16,GM,N,B,6/7/17,High
DIFFERIN 0.3% GEL PUMP,299591825, $11.66 ,2/22/17,GM,N,B,6/7/17,High
DIFICID 200 MG TABLET,52015008001, $177.28 ,1/6/17,EA,N,B,6/7/17,High
DIFLORASONE 0.05% CREAM,51672129602, $11.22 ,5/18/16,GM,N,G,6/7/17,High
DIFLORASONE 0.05% OINTMENT,51672129503, $8.93 ,8/17/16,GM,N,G,6/7/17,High
DIFLUCAN 150 MG TABLET,49350079, $53.44 ,6/1/17,EA,N,B,6/7/17,High
DIFLUNISAL 500 MG TABLET,93075505, $1.26 ,5/17/17,EA,N,G,6/7/17,Low
DIGITEK 125 MCG TABLET,42292000320, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
DIGITEK 250 MCG TABLET,378615610, $0.56 ,5/17/17,EA,N,G,6/7/17,Low
DIGOX 125 MCG TABLET,527132410, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
DIGOX 250 MCG TABLET,527132501, $0.56 ,5/17/17,EA,N,G,6/7/17,Low
DIGOXIN 0.05 MG/ML SOLUTION,54005746, $0.63 ,5/17/17,ML,N,G,6/7/17,Low
DIGOXIN 0.125 MG TABLET,16714059002, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
DIGOXIN 0.25 MG TABLET,57664044188, $0.56 ,5/17/17,EA,N,G,6/7/17,Low
DIGOXIN 125 MCG TABLET,68084036611, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
DIGOXIN 250 MCG TABLET,904592261, $0.56 ,5/17/17,EA,N,G,6/7/17,Low
DIHYDROERGOTAMINE 1 MG/ML AM,574085005, $113.59 ,4/19/17,ML,N,G,6/7/17,High
DIHYDROERGOTAMINE MESYLATE 4 MG/ML NASAL SPRAY,68682035710, $375.81 ,5/17/17,ML,N,G,6/7/17,High
DILANTIN 100 MG CAPSULE,71036924, $1.09 ,6/1/17,EA,N,B-ANDA,6/7/17,Low
DILANTIN 125 MG/5 ML SUSP,71221420, $0.58 ,6/1/17,ML,N,B,6/7/17,Low
DILANTIN 30 MG CAPSULE,71374066, $0.94 ,6/1/17,EA,N,B-ANDA,6/7/17,Low
DILANTIN 50 MG INFATAB,71000724, $1.01 ,6/1/17,EA,N,B-ANDA,6/7/17,Low
DILAUDID 5 MG/5 ML ORAL LIQUID,59011045101, $0.85 ,5/15/17,ML,N,B,6/7/17,Low
DILT XR 120 MG CAPSULE,60505001408, $0.45 ,5/17/17,EA,N,G,6/7/17,Low
DILT XR 180 MG CAPSULE,60505001506, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
DILT XR 240 MG CAPSULE,60505001606, $0.54 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 120 MG TABLET,93032101, $0.32 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 12HR ER 120 MG CAP,378612001, $3.60 ,3/15/17,EA,N,G,6/7/17,Low
DILTIAZEM 12HR ER 60 MG CAP,51079092420, $2.12 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 12HR ER 90 MG CAP,51079092520, $2.59 ,4/19/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR CD 120 MG CAP,68084005290, $0.30 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR CD 180 MG CAP,49884083011, $0.30 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR CD 240 MG CAP,68084005430, $0.39 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR CD 300 MG CAP,49884083205, $0.70 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR CD 360 MG CAP,68682052101, $6.73 ,5/17/17,EA,N,G,6/7/17,High
DILTIAZEM 24HR ER 120 MG CAP,47335066983, $0.38 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 180 MG CAP,47335067083, $0.41 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 180 MG TAB,68682070590, $2.18 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 240 MG CAP,24658017230, $0.57 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 240 MG TAB,68682070690, $2.20 ,4/19/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 300 MG CAP,47335067813, $0.70 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 300 MG TAB,68682070730, $3.30 ,10/19/16,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 360 MG CAP,47335067981, $6.73 ,5/17/17,EA,N,G,6/7/17,High
DILTIAZEM 24HR ER 360 MG CAP,47335067383, $0.69 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 360 MG TAB,68682070830, $3.62 ,4/19/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 420 MG CAP,258369290, $1.32 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 24HR ER 420 MG TAB,68682070990, $3.76 ,3/22/17,EA,N,G,6/7/17,Low
DILTIAZEM 30 MG TABLET,93031801, $0.12 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 60 MG TABLET,93031905, $0.19 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM 90 MG TABLET,68682000850, $0.28 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM ER 120 MG CAPSULE,378522005, $0.45 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM ER 180 MG CAPSULE,51079094808, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
DILTIAZEM ER 240 MG CAPSULE,378534005, $0.54 ,5/17/17,EA,N,G,6/7/17,Low
DIMAPHEN DM ELIXIR,904646320, $0.02 ,5/17/17,ML,Y,G,6/7/17,Low
DIMAPHEN ELIXIR,904646220, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
DIMENHYDRINATE 50 MG TABLET,603333032, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
DIOCTO 50 MG/5 ML LIQUID,536059085, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
DIOCTO 60 MG/15 ML SYRUP,536100185, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
DIOVAN 160 MG TABLET,78035934, $7.03 ,3/22/17,EA,N,B,6/7/17,High
DIOVAN 320 MG TABLET,78036034, $8.91 ,1/4/17,EA,N,B,6/7/17,High
DIOVAN 40 MG TABLET,78042315, $5.45 ,2/22/17,EA,N,B,6/7/17,High
DIOVAN 80 MG TABLET,78035834, $6.52 ,2/22/17,EA,N,B,6/7/17,High
DIOVAN HCT 160-12.5 MG TAB,78031534, $7.78 ,1/4/17,EA,N,B,6/7/17,High
DIOVAN HCT 160-25 MG TABLET,78038334, $8.35 ,10/19/16,EA,N,B,6/7/17,High
DIOVAN HCT 320-12.5 MG TAB,78047134, $8.96 ,1/4/17,EA,N,B,6/7/17,High
DIOVAN HCT 320-25 MG TABLET,78047234, $11.51 ,2/22/17,EA,N,B,6/7/17,High
DIOVAN HCT 80-12.5 MG TABLET,78031434, $7.39 ,1/4/17,EA,N,B,6/7/17,High
DIPENTUM 250 MG CAPSULE,37686010, $12.25 ,10/19/16,EA,N,B,6/7/17,High
DIPHEDRYL 12.5 MG/5 ML ELIXIR,24385037926, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
DIPHEDRYL 25 MG TABLET,24385047978, $0.04 ,5/17/17,EA,Y,G,6/7/17,Low
DIPHEDRYL ALLERGY CAPSULE,24385046278, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
DIPHENHIST 12.5 MG/5 ML SOLN,536077097, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
DIPHENHIST 25 MG CAPSULE,536101001, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
DIPHENHIST 25 MG CAPTAB,536101601, $0.04 ,5/17/17,EA,Y,G,6/7/17,Low
DIPHENHYDRAMINE 25 MG CAPSULE,66424002010, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
DIPHENHYDRAMINE 50 MG CAPSULE,603334021, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
DIPHENHYDRAMINE 50 MG/ML SYRNG,409229031, $1.56 ,7/20/16,ML,N,G,6/7/17,Low
DIPHENHYDRAMINE 50 MG/ML VIAL,641037625, $0.69 ,4/19/17,ML,N,G,6/7/17,Low
DIPHENOXYLATE-ATROPINE 2.5-0.025 MG TABLET,59762106102, $0.41 ,5/17/17,EA,N,G,6/7/17,Low
DIPHENOXYLATE-ATROPINE 2.5-0.025 MG/5 ML LIQUID,54319446, $0.22 ,10/19/16,ML,N,G,6/7/17,Low
DIPYRIDAMOLE 25 MG TABLET,115107003, $0.22 ,4/19/17,EA,N,G,6/7/17,Low
DIPYRIDAMOLE 50 MG TABLET,54043525, $0.32 ,5/17/17,EA,N,G,6/7/17,Low
DIPYRIDAMOLE 75 MG TABLET,64980013501, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
DISOPYRAMIDE 100 MG CAPSULE,93312701, $1.62 ,4/19/17,EA,N,G,6/7/17,Low
DISOPYRAMIDE 150 MG CAPSULE,51862009401, $1.56 ,4/19/17,EA,N,G,6/7/17,Low
DISULFIRAM 250 MG TABLET,64980017103, $1.54 ,5/17/17,EA,N,G,6/7/17,Low
DISULFIRAM 500 MG TABLET,64980017201, $2.95 ,7/20/16,EA,N,G,6/7/17,Low
DIURIL 250 MG/5 ML ORAL SUSP,65649031112, $0.26 ,1/6/17,ML,N,B,6/7/17,Low
DIVALPROEX DR 125 MG CAP SPRNK,378800805, $0.54 ,5/17/17,EA,N,G,6/7/17,Low
DIVALPROEX SOD DR 125 MG TAB,57237010601, $0.05 ,5/17/17,EA,N,G,6/7/17,Low
DIVALPROEX SOD DR 250 MG TAB,68382003205, $0.08 ,5/17/17,EA,N,G,6/7/17,Low
DIVALPROEX SOD DR 500 MG TAB,93744105, $0.14 ,5/17/17,EA,N,G,6/7/17,Low
DIVALPROEX SOD ER 250 MG TAB,378047201, $0.82 ,5/17/17,EA,N,G,6/7/17,Low
DIVALPROEX SOD ER 500 MG TAB,16714048502, $0.62 ,5/17/17,EA,N,G,6/7/17,Low
DIVIGEL 0.25 MG GEL PACKET,68025006530, $3.73 ,2/3/17,EA,N,B,6/7/17,Low
DIVIGEL 0.5 MG GEL PACKET,68025006630, $3.67 ,3/22/17,EA,N,B,6/7/17,Low
DIVIGEL 1 MG GEL PACKET,68025006730, $3.72 ,3/22/17,GM,N,B,6/7/17,Low
DOC-Q-LACE 100 MG SOFTGEL,603015032, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
DOC-Q-LAX TABLET,603014932, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
DOCU LIQUID 50 MG/5 ML,50383077116, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
DOCUSATE CAL 240 MG CAPSULE,536375510, $0.05 ,5/17/17,EA,Y,G,6/7/17,Low
DOCUSATE SODIUM 100 MG CAPSULE,63739047801, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
DOCUSATE SODIUM 100 MG SOFTGEL,16103038411, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
DOCUSATE SODIUM 100 MG TABLET,51645075001, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
DOCUSATE SODIUM 250 MG CAPSULE,536375710, $0.04 ,5/17/17,EA,Y,G,6/7/17,Low
DOCUSATE SODIUM-SENNA TABLET,536035510, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
DOCUSIL 100 MG SOFTGEL,62107003310, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
DOFETILIDE 125 MCG CAPSULE,59762003702, $4.96 ,5/17/17,EA,N,G,6/7/17,High
DOFETILIDE 250 MCG CAPSULE,51862002560, $4.92 ,5/17/17,EA,N,G,6/7/17,High
DOFETILIDE 500 MCG CAPSULE,59762003902, $5.11 ,5/17/17,EA,N,G,6/7/17,High
DOK 100 MG CAPSULE,904788960, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
DOK 100 MG SOFTGEL,904645561, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
DOK 100 MG TABLET,904586960, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
DOK 250 MG CAPSULE,904789159, $0.04 ,5/17/17,EA,Y,G,6/7/17,Low
DOK 250 MG SOFTGEL,904645859, $0.04 ,5/17/17,EA,Y,G,6/7/17,Low
DOK PLUS TABLET,904564361, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
DONEPEZIL HCL 10 MG TABLET,60687018201, $0.05 ,5/17/17,EA,N,G,6/7/17,Low
DONEPEZIL HCL 23 MG TABLET,33342006110, $2.06 ,5/17/17,EA,N,G,6/7/17,Low
DONEPEZIL HCL 5 MG TABLET,42543070290, $0.06 ,5/17/17,EA,N,G,6/7/17,Low
DONEPEZIL HCL ODT 10 MG TABLET,33342003007, $0.25 ,5/17/17,EA,N,G,6/7/17,Low
DONEPEZIL HCL ODT 5 MG TABLET,781527664, $0.21 ,5/17/17,EA,N,G,6/7/17,Low
DORZOLAMIDE HCL 2% EYE DROPS,24208048510, $1.10 ,5/17/17,ML,N,G,6/7/17,Low
DORZOLAMIDE-TIMOLOL EYE DROPS,591248279, $0.90 ,5/17/17,ML,N,G,6/7/17,Low
DOTHELLE DHA SOFTGEL,58657012130, $0.64 ,2/22/17,EA,N,G,6/7/17,Low
DOVONEX 0.005% CREAM,50222026006, $10.54 ,1/1/17,GM,N,B,6/7/17,High
DOXAZOSIN MESYLATE 1 MG TAB,67253038010, $0.29 ,5/17/17,EA,N,G,6/7/17,Low
DOXAZOSIN MESYLATE 2 MG TAB,51079095801, $0.26 ,5/17/17,EA,N,G,6/7/17,Low
DOXAZOSIN MESYLATE 4 MG TAB,67253038211, $0.28 ,5/17/17,EA,N,G,6/7/17,Low
DOXAZOSIN MESYLATE 8 MG TAB,16729021417, $0.27 ,5/17/17,EA,N,G,6/7/17,Low
DOXEPIN 10 MG CAPSULE,378104910, $0.42 ,5/17/17,EA,N,G,6/7/17,Low
DOXEPIN 10 MG/ML ORAL CONC,60432065104, $0.06 ,5/17/17,ML,N,G,6/7/17,Low
DOXEPIN 100 MG CAPSULE,378641010, $1.31 ,5/17/17,EA,N,G,6/7/17,Low
DOXEPIN 150 MG CAPSULE,49884022201, $0.75 ,5/17/17,EA,N,G,6/7/17,Low
DOXEPIN 25 MG CAPSULE,51079043720, $0.58 ,5/17/17,EA,N,G,6/7/17,Low
DOXEPIN 50 MG CAPSULE,51079043820, $0.79 ,5/17/17,EA,N,G,6/7/17,Low
DOXEPIN 75 MG CAPSULE,378537501, $1.20 ,5/17/17,EA,N,G,6/7/17,Low
DOXERCALCIFEROL 1 MCG CAPSULE,66993018650, $18.00 ,7/20/16,EA,N,G,6/7/17,High
DOXYCYCLINE 25 MG/5 ML SUSP,67405047562, $0.29 ,5/17/17,ML,N,G,6/7/17,Low
DOXYCYCLINE HYC DR 100 MG TAB,23155014201, $8.83 ,3/22/17,EA,N,G,6/7/17,High
DOXYCYCLINE HYCLATE 100 MG CAP,378014889, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
DOXYCYCLINE HYCLATE 100 MG TAB,591555350, $0.63 ,5/17/17,EA,N,G,6/7/17,Low
DOXYCYCLINE HYCLATE 20 MG TAB,53489064701, $0.36 ,5/17/17,EA,N,G,6/7/17,Low
DOXYCYCLINE HYCLATE 50 MG CAP,69235035005, $0.59 ,5/17/17,EA,N,G,6/7/17,Low
DOXYCYCLINE IR-DR 40 MG CAP,66993081530, $15.88 ,5/17/17,EA,N,G,6/7/17,High
DOXYCYCLINE MONO 100 MG CAP,49884072703, $0.42 ,5/17/17,EA,N,G,6/7/17,Low
DOXYCYCLINE MONO 100 MG TABLET,527133825, $0.50 ,5/17/17,EA,N,G,6/7/17,Low
DOXYCYCLINE MONO 150 MG TABLET,49884023611, $5.36 ,3/22/17,EA,N,G,6/7/17,High
DOXYCYCLINE MONO 50 MG CAP,713042701, $0.31 ,5/17/17,EA,N,G,6/7/17,Low
DOXYCYCLINE MONO 50 MG TABLET,378602101, $0.44 ,5/17/17,EA,N,G,6/7/17,Low
DR. SMITH'S DIAPER OINTMENT,178033003, $0.10 ,8/17/16,GM,Y,G,6/7/17,Low
DR. SMITH'S DIAPER RASH SPRAY,178034003, $0.07 ,5/18/16,GM,Y,G,6/7/17,Low
DR. SMITH'S RASH-SKIN SPRAY,178034503, $0.07 ,5/18/16,GM,Y,G,6/7/17,Low
DRIMINATE 50 MG TABLET,904205159, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
DRONABINOL 10 MG CAPSULE,591359360, $7.86 ,5/17/17,EA,N,G,6/7/17,High
DRONABINOL 2.5 MG CAPSULE,68084017401, $2.86 ,5/17/17,EA,N,G,6/7/17,Low
DRONABINOL 5 MG CAPSULE,68084017521, $4.85 ,5/17/17,EA,N,G,6/7/17,Low
DROSP-EE-LEVOMEF 3-0.02-0.451,781407515, $3.82 ,5/17/17,EA,N,G,6/7/17,Low
DROSPIRENONE-EE 3-0.02 MG TAB,68462072084, $1.19 ,5/17/17,EA,N,G,6/7/17,Low
DROSPIRENONE-EE 3-0.03 MG TAB,68462073384, $0.86 ,5/17/17,EA,N,G,6/7/17,Low
DUAC 1.2-5% GEL,145237105, $7.23 ,8/17/16,GM,N,B,6/7/17,High
DUAVEE 0.45-20 MG TABLET,8112312, $5.09 ,2/22/17,EA,N,B,6/7/17,High
DUCODYL EC 5 MG TABLET,62107003001, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
DUETACT 30-2 MG TABLET,64764030230, $19.12 ,1/4/17,EA,N,B,6/7/17,High
DUETACT 30-4 MG TABLET,64764030430, $19.51 ,1/4/17,EA,N,B,6/7/17,High
DUEXIS 800-26.6 MG TABLET,75987001003, $24.27 ,12/30/16,EA,N,B,6/7/17,High
DULCOLAX EC 5 MG TABLET,597001259, $0.12 ,6/22/16,EA,Y,B,6/7/17,Low
DULERA 100 MCG/5 MCG INHALER,85720601, $21.47 ,2/22/17,GM,N,B,6/7/17,High
DULERA 200 MCG/5 MCG INHALER,85461005, $22.05 ,1/6/17,GM,N,B,6/7/17,High
DULOXETINE HCL DR 20 MG CAP,47335038188, $0.42 ,5/17/17,EA,N,G,6/7/17,Low
DULOXETINE HCL DR 30 MG CAP,51991074790, $0.28 ,5/17/17,EA,N,G,6/7/17,Low
DULOXETINE HCL DR 40 MG CAP,68180029706, $3.20 ,4/19/17,EA,N,G,6/7/17,Low
DULOXETINE HCL DR 60 MG CAP,31722058330, $0.26 ,5/17/17,EA,N,G,6/7/17,Low
DURAFLU 325-20-200-60 MG TAB,50991053501, $0.89 ,5/17/17,EA,Y,G,6/7/17,Low
DURAGESIC 100 MCG/HR PATCH,50458009405, $141.26 ,2/22/17,EA,N,B,6/7/17,High
DURAGESIC 25 MCG/HR PATCH,50458009105, $38.26 ,2/22/17,EA,N,B,6/7/17,High
DURAGESIC 50 MCG/HR PATCH,50458009205, $69.68 ,2/22/17,EA,N,B,6/7/17,High
DURAGESIC 75 MCG/HR PATCH,50458009305, $105.35 ,2/22/17,EA,N,B,6/7/17,High
DUREZOL 0.05% EYE DROPS,65924007, $30.21 ,2/22/17,ML,N,B,6/7/17,High
DUTASTERIDE 0.5 MG CAPSULE,64980022403, $0.30 ,5/17/17,EA,N,G,6/7/17,Low
DUTASTERIDE-TAMSULOSIN 0.5-0.4,10370028011, $3.41 ,5/17/17,EA,N,G,6/7/17,Low
DYANAVEL XR 2.5 MG/ML SUSP,27808010201, $2.04 ,3/22/17,ML,N,B,6/7/17,Low
DYAZIDE 37.5-25 CAPSULE,7365030, $2.12 ,1/1/17,EA,N,B,6/7/17,Low
DYMISTA NASAL SPRAY,37024523, $7.47 ,5/16/17,GM,N,B,6/7/17,High
E.E.S. 200 MG/5 ML GRANULES,24338013402, $3.62 ,10/19/16,ML,N,B,6/7/17,Low
E.E.S. 400 FILMTAB,24338010013, $9.77 ,9/21/16,EA,N,G,6/7/17,High
EAR DROPS 6.5%,904322035, $0.14 ,5/17/17,ML,Y,G,6/7/17,Low
EAR SYSTEM 6.5%,24385050305, $0.14 ,5/17/17,ML,Y,G,6/7/17,Low
EAR WAX REMOVAL 6.5% DROP,37205045705, $0.14 ,5/17/17,ML,Y,G,6/7/17,Low
EAR WAX REMOVAL SYSTEM,37205045803, $0.14 ,5/17/17,ML,Y,G,6/7/17,Low
EARWAX TREATMENT 6.5% DROPS,536101294, $0.14 ,5/17/17,ML,Y,G,6/7/17,Low
ECONAZOLE NITRATE 1% CREAM,51672130301, $1.71 ,5/17/17,GM,N,G,6/7/17,Low
ECONTRA EZ 1.5 MG TABLET,50102011101, $20.94 ,5/17/17,EA,Y,G,6/7/17,High
ECPIRIN EC 325 MG TABLET,62107002801, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
ED A-HIST DM TABLET,485024001, $0.30 ,5/17/17,EA,Y,G,6/7/17,Low
ED A-HIST LIQUID,485015516, $0.04 ,5/17/17,ML,Y,G,6/7/17,Low
ED-A-HIST 4 MG-10 MG TABLET,485025401, $0.15 ,5/17/17,EA,Y,G,6/7/17,Low
ED-A-HIST DM LIQUID,485017116, $0.05 ,5/17/17,ML,Y,G,6/7/17,Low
ED-A-HIST PSE TABLET,485021001, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
EDARBI 40 MG TABLET,60631004030, $5.32 ,1/18/17,EA,N,B,6/7/17,High
EDARBI 80 MG TABLET,60631008030, $5.84 ,11/23/16,EA,N,B,6/7/17,High
EDARBYCLOR 40-12.5 MG TABLET,60631041230, $5.46 ,4/19/17,EA,N,B,6/7/17,High
EDARBYCLOR 40-25 MG TABLET,60631042530, $5.50 ,11/23/16,EA,N,B,6/7/17,High
EDECRIN 25 MG TABLET,25010021515, $21.72 ,5/18/16,EA,N,B,6/7/17,High
EDLUAR 10 MG SL TABLET,37601030, $11.41 ,1/18/17,EA,N,B,6/7/17,High
ED-SPAZ 0.125 MG ODT,485008201, $0.24 ,5/17/17,EA,N,G,6/7/17,Low
EDURANT 25 MG TABLET,59676027801, $31.08 ,2/22/17,EA,N,B,6/7/17,High
